	Domain	Phylum	Class	Order	Family	Genus	Species
OTU_10727	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae		
OTU_10728	Bacteria	Verrucomicrobiota	Lentisphaeria				
OTU_10729	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales			
OTU_10730	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales			
OTU_10731	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales			
OTU_10732	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales			
OTU_10733	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales			
OTU_10734	Bacteria	Proteobacteria	Gammaproteobacteria				
OTU_10735	Bacteria	Myxococcota	bacteriap25				
OTU_10736	Bacteria	Bdellovibrionota	Oligoflexia	0319-6G20			
OTU_10737	Bacteria	Planctomycetota	Planctomycetes	Pirellulales			
OTU_10738	Bacteria	Proteobacteria	Gammaproteobacteria	Nitrosococcales	Nitrosococcaceae		
OTU_10739	Bacteria	Myxococcota	Polyangia	Polyangiales	Sandaracinaceae		
OTU_10740	Bacteria	Bdellovibrionota	Bdellovibrionia	Bacteriovoracales	Bacteriovoracaceae		
OTU_10741	Bacteria	Acidobacteriota	AT-s3-28				
OTU_10742	Bacteria	Sumerlaeota	Sumerlaeia				
OTU_10743	Bacteria	Proteobacteria	Alphaproteobacteria	Micavibrionales	Micavibrionaceae		
OTU_10744	Bacteria	Planctomycetota	OM190				
OTU_10745	Bacteria	Calditrichota	Calditrichia	Calditrichales	Calditrichaceae		
OTU_10746	Bacteria	Chloroflexi	Dehalococcoidia	3051bac4-16			
OTU_10747	Bacteria	Acidobacteriota	AT-s3-28				
OTU_10748	Bacteria	Dependentiae	Babeliae	Babeliales			
OTU_10749	Archaea	Nanoarchaeota	Nanoarchaeia				
OTU_10750	Bacteria	Proteobacteria	Gammaproteobacteria				
OTU_10751	Archaea	Nanoarchaeota	Nanoarchaeia				
OTU_10752	Archaea	Nanoarchaeota	Nanoarchaeia				
OTU_10753	Archaea	Aenigmarchaeota	Aenigmarchaeia	Aenigmarchaeales			
OTU_10754	Bacteria	Gracilibacteria phylum incertae sedis	Gracilibacteria				
OTU_10755	Archaea	Nanoarchaeota	Nanoarchaeia				
OTU_10756	Archaea	Bathyarchaeota					
OTU_10757	Bacteria	Sumerlaeota	Sumerlaeia	Sumerlaeales	Sumerlaeaceae		
OTU_10758	Archaea	Thermoplasmatota	Thermoplasmata				
OTU_10759	Bacteria	Planctomycetota	Phycisphaerae	CCM11a			
OTU_10760	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales			
OTU_10761	Archaea	Nanoarchaeota					
OTU_10762	Bacteria	Proteobacteria	Gammaproteobacteria				
OTU_10763	Archaea	Thermoplasmatota	Thermoplasmata				
OTU_10764	Bacteria	Firmicutes	Clostridia				
OTU_10765	Archaea	Nanoarchaeota	Nanoarchaeia				
OTU_10766							
OTU_10767	Bacteria	Planctomycetota	Phycisphaerae	CCM11a			
OTU_10768	Bacteria						
OTU_10769	Bacteria	Dependentiae	Babeliae	Babeliales			
OTU_10770	Bacteria	Planctomycetota	Pla3 lineage				
OTU_10771	Archaea	Bathyarchaeota					
OTU_10772	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales			
OTU_10773	Bacteria	Dependentiae	Babeliae	Babeliales	Vermiphilaceae		
OTU_10774	Bacteria	Proteobacteria	Gammaproteobacteria	CCD24			
OTU_10775	Bacteria						
OTU_10776	Bacteria	Planctomycetota	Pla4 lineage				
OTU_10777	Bacteria	Chloroflexi	Anaerolineae	SBR1031			
OTU_10778	Bacteria	Planctomycetota	OM190				
OTU_10779	Archaea	Thermoplasmatota	Thermoplasmata				
OTU_10780	Bacteria	Verrucomicrobiota	Kiritimatiellae	WCHB1-41			
OTU_10781	Archaea	Nanoarchaeota	Nanoarchaeia				
OTU_10782	Bacteria	Verrucomicrobiota	Omnitrophia	Omnitrophales	Omnitrophaceae	Candidatus Omnitrophus	
OTU_10783	Bacteria	Verrucomicrobiota	Kiritimatiellae	WCHB1-41			
OTU_10784	Bacteria	Planctomycetota	Phycisphaerae	MSBL9			
OTU_10785	Bacteria	Desulfobacterota	Desulfobacteria	Desulfobacterales			
OTU_10786	Bacteria	Chloroflexi	Dehalococcoidia				
OTU_10787	Bacteria	Sumerlaeota	Sumerlaeia	Sumerlaeales			
OTU_10788	Bacteria	Firmicutes	Clostridia	Clostridia vadinBB60 group			
OTU_10789	Archaea						
OTU_10790	Bacteria	Dependentiae	Babeliae				
OTU_10791	Bacteria	Acidobacteriota	AT-s3-28				
OTU_10792	Archaea	Nanoarchaeota	Nanoarchaeia				
OTU_10793	Bacteria	Acidobacteriota	Acidobacteria group 5				
OTU_10794	Bacteria	Latescibacterota					
OTU_10795	Bacteria	Proteobacteria	Gammaproteobacteria				
OTU_10796	Archaea	Nanoarchaeota					
OTU_10797	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae		
OTU_10798	Bacteria	Desulfobacterota	Desulfobacteria	Desulfobacterales			
OTU_10799	Bacteria	Proteobacteria	Alphaproteobacteria	Kiloniellales			
OTU_10800	Bacteria	Planctomycetota	ODP123				
OTU_10801	Bacteria	Dependentiae	Babeliae	Babeliales			
OTU_10802	Bacteria	Desulfobacterota	Desulfobacteria	Desulfatiglandales	Desulfatiglandaceae		
OTU_10803	Bacteria	Verrucomicrobiota	Lentisphaeria	Oligosphaerales			
OTU_10804	Bacteria	Desulfobacterota	Desulfobulbia	Desulfobulbales			
OTU_10805	Bacteria	Sva0485					
OTU_10806	Bacteria	Planctomycetota	Phycisphaerae	MSBL9	SG8-4		
OTU_10807	Bacteria	NB1-j					
OTU_10808	Bacteria	Planctomycetota	Phycisphaerae	mle1-8			
OTU_10809	Archaea	Lokiarchaeota					
OTU_10810	Bacteria	Acidobacteriota	AT-s3-28				
OTU_10811	Bacteria	Chloroflexi	Anaerolineae				
OTU_10812							
OTU_10813	Bacteria	Desulfobacterota	Desulfuromonadia	PB19			
OTU_10814	Archaea	Nanoarchaeota					
OTU_10815	Bacteria	Gemmatimonadota	BD2-11 terrestrial group				
OTU_10816	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae		
OTU_10817	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales			
OTU_10818	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prolixibacteraceae	Draconibacterium	
OTU_10819	Bacteria	Chloroflexi	Anaerolineae				
OTU_10820	Bacteria	Spirochaetota	Spirochaetia	Spirochaetales			
OTU_10821	Bacteria	Planctomycetota	OM190				
OTU_10822	Bacteria	Proteobacteria	Gammaproteobacteria				
OTU_10823	Bacteria	Firmicutes	Symbiobacteriia	Symbiobacteriales	Symbiobacteraceae		
OTU_10824	Bacteria	Planctomycetota	Pla4 lineage				
OTU_10825	Archaea	Thermoplasmatota	Thermoplasmata				
OTU_10826	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Pir4 lineage	
OTU_10827	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales			
OTU_10828	Archaea	Thermoplasmatota	Thermoplasmata	SG8-5			
OTU_10829	Bacteria	MBNT15					
OTU_10830	Bacteria	Sva0485					
OTU_10831	Archaea	Thermoplasmatota	Thermoplasmata				
OTU_10832	Bacteria	Planctomycetota	Phycisphaerae				
OTU_10833	Bacteria	Chloroflexi	Anaerolineae	Ardenticatenales			
OTU_10834	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales			
OTU_10835	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	67-14		
OTU_10836	Archaea	Thermoplasmatota	Thermoplasmata				
OTU_10837	Archaea	Bathyarchaeota					
OTU_10838	Bacteria	Acidobacteriota	Acidobacteria group 22				
OTU_10839	Archaea	Lokiarchaeota					
OTU_10840	Bacteria	Candidatus Falkowbacteria					
OTU_10841	Bacteria	Planctomycetota	Phycisphaerae	mle1-8			
OTU_10842	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales			
OTU_10843	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae		
OTU_10844	Bacteria	Verrucomicrobiota	Verrucomicrobiae	S-BQ2-57 soil group			
OTU_10845							
OTU_10846	Bacteria	Proteobacteria	Alphaproteobacteria	Kiloniellales	Kiloniellaceae	Pelagibius	
OTU_10847	Bacteria	Acidobacteriota	Acidobacteria group 22				
OTU_10848	Bacteria	Proteobacteria	Alphaproteobacteria	Defluviicoccales	Defluviicoccaceae	Defluviicoccus	
OTU_10849	Bacteria	Planctomycetota	OM190				
OTU_10850	Archaea						
OTU_10851	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	AKAU3564 sediment group		
OTU_10852	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Marinilabiliaceae	Labilibacter	
OTU_10853	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales			
OTU_10854	Bacteria	Planctomycetota	ODP123				
OTU_10855	Bacteria	Myxococcota	Polyangia	VHS-B3-70			
OTU_10856	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	Phycisphaeraceae		
OTU_10857	Bacteria	Planctomycetota	Brocadiae	SM23-32			
OTU_10858	Archaea	Nanoarchaeota	Nanoarchaeia				
OTU_10859	Bacteria	Verrucomicrobiota	Omnitrophia	Omnitrophales	Omnitrophaceae		
OTU_10860	Bacteria	Verrucomicrobiota	Omnitrophia	Omnitrophales			
OTU_10861	Bacteria	Acidobacteriota	AT-s3-28				
OTU_10862	Bacteria	Chloroflexi	Anaerolineae	SBR1031			
OTU_10863	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales			
OTU_10864	Bacteria	Latescibacterota					
OTU_10865	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Bdellovibrionaceae		
OTU_10866	Bacteria	Myxococcota	Myxococcia	Myxococcales			
OTU_10867	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Arcobacteraceae		
OTU_10868	Bacteria	SAR324 clade(Marine group B)					
OTU_10869	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	S25-593		
OTU_10870	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	S25-593		
OTU_10871	Bacteria	Myxococcota	Myxococcia	Myxococcales			
OTU_10872	Bacteria	Myxococcota	bacteriap25				
OTU_10873	Bacteria	Latescibacterota					
OTU_10874	Bacteria	Proteobacteria	Alphaproteobacteria				
OTU_10875	Bacteria	Bdellovibrionota	Bdellovibrionia	Bacteriovoracales	Bacteriovoracaceae	Peredibacter	
OTU_10876	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales			
OTU_10877	Bacteria	Bdellovibrionota	Bdellovibrionia	Bacteriovoracales	Bacteriovoracaceae		
OTU_10878	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Crocinitomicaceae	Fluviicola	
OTU_10879	Bacteria	Parcubacteria					
OTU_10880	Bacteria	Gracilibacteria phylum incertae sedis	Gracilibacteria				
OTU_10881	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales			
OTU_10882	Bacteria	Myxococcota	Myxococcia	Myxococcales	Myxococcaceae		
OTU_10883	Bacteria	Proteobacteria	Alphaproteobacteria	Thalassobaculales			
OTU_10884	Bacteria	Proteobacteria	Gammaproteobacteria				
OTU_10885	Bacteria	Acidobacteriota	Acidobacteria group 22				
OTU_10886	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales			
OTU_10888	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Schleiferiaceae	Schleiferia	
OTU_10889	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales			
OTU_10890	Bacteria	Myxococcota	Polyangia	Haliangiales	Haliangiaceae		
OTU_10891	Archaea	Altiarchaeota	Altiarchaeia	Altiarchaeales			
OTU_10892							
OTU_10893	Bacteria	Bacteroidota	Bacteroidia	Bacteroidetes VC2.1 Bac22			
OTU_10894	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales			
OTU_10895	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales			
OTU_10896	Bacteria	Gracilibacteria phylum incertae sedis	Gracilibacteria	Absconditabacteriales (SR1)			
OTU_10897	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales			
OTU_10898	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales			
OTU_10899	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales			
OTU_10900	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales			
OTU_10901	Bacteria						
OTU_10902	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales			
OTU_10903	Archaea	Nanoarchaeota	Nanoarchaeia				
OTU_10904	Bacteria	Proteobacteria	Alphaproteobacteria				
OTU_10905	Bacteria	Gracilibacteria phylum incertae sedis	Gracilibacteria				
OTU_10906	Bacteria	Chloroflexi	Dehalococcoidia				
OTU_10907	Bacteria	Spirochaetota	Spirochaetia	Spirochaetales			
OTU_10908	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales			
OTU_10909	Bacteria	Verrucomicrobiota	Omnitrophia	Omnitrophales	Omnitrophaceae	Candidatus Omnitrophus	
OTU_10910	Archaea	Aenigmarchaeota					
OTU_10911	Archaea	Korarchaeota	Korarchaeia	Korarchaeales	Korarchaeaceae	Candidatus Korarchaeum	
OTU_10912							
OTU_10913	Bacteria	SAR324 clade(Marine group B)					
OTU_10914	Bacteria	Gracilibacteria phylum incertae sedis	Gracilibacteria				
OTU_10915	Bacteria						
OTU_10916	Bacteria	Gracilibacteria phylum incertae sedis	Gracilibacteria				
OTU_10917	Bacteria	SAR324 clade(Marine group B)					
OTU_10918	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Alcaligenaceae	Alcaligenes	
OTU_10919	Bacteria	Firmicutes	Bacilli	Thermoactinomycetales			
OTU_10920	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales			
OTU_10921	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Nocardiaceae	Rhodococcus	
OTU_10922	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales			
OTU_10923	Archaea	Iainarchaeota	Iainarchaeia	Iainarchaeales			
OTU_10924	Archaea	Nanoarchaeota	Nanoarchaeia				
OTU_10925	Bacteria	Gracilibacteria phylum incertae sedis	Gracilibacteria	JGI 0000069-P22			
OTU_10926	Bacteria						
OTU_10927	Bacteria	Verrucomicrobiota	Omnitrophia	Omnitrophales			
OTU_10928	Bacteria	Proteobacteria	Alphaproteobacteria	Puniceispirillales	SAR116 clade		
OTU_10929	Bacteria						
OTU_10930	Bacteria	Bdellovibrionota	Oligoflexia	0319-6G20			
OTU_10931	Bacteria	Fibrobacterota	Fibrobacteria	Fibrobacterales			
OTU_10932	Bacteria	Berkelbacteria					
OTU_10933	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Bdellovibrionaceae		
OTU_10934	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales			
OTU_10935	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Rhodopirellula	
OTU_10936	Bacteria	Chloroflexi	Dehalococcoidia				
OTU_10937	Bacteria	Proteobacteria	Alphaproteobacteria	Micavibrionales	Micavibrionaceae		
OTU_10938	Bacteria	SAR324 clade(Marine group B)					
OTU_10939	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales			
OTU_10940	Bacteria	Proteobacteria	Gammaproteobacteria	Thiohalorhabdales			
OTU_10941	Bacteria	Proteobacteria	Gammaproteobacteria	EV818SWSAP88			
OTU_10942	Bacteria	Proteobacteria	Alphaproteobacteria				
OTU_10943	Eukaryota (Chloroplast)	Ochrophyta (Chloroplast)	Bolidophyceae (Chloroplast)	Parmales (Chloroplast)	Triparmaceae (Chloroplast)	Triparma (Chloroplast) (Triparmaceae (Chloroplast))	Triparma mediterranea (Chloroplast)
OTU_10944	Bacteria	Bacteroidota	Ignavibacteria	Ignavibacteriales			
OTU_10945	Bacteria	Planctomycetota	OM190				
OTU_10946	Bacteria	Planctomycetota	OM190				
OTU_10947	Bacteria	NB1-j					
OTU_10948	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae		
OTU_10949	Bacteria	Proteobacteria	Alphaproteobacteria				
OTU_10950	Bacteria	Desulfobacterota	Desulfobacteria	Desulfatiglandales	Desulfatiglandaceae	Desulfatiglans	
OTU_10951	Bacteria	LCP-89					
OTU_10952	Bacteria	Bacteroidota	Rhodothermia	Rhodothermales			
OTU_10953	Bacteria	Planctomycetota	OM190				
OTU_10954	Bacteria	Parcubacteria					
OTU_10955	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	Microtrichaceae	Sva0996 marine group	
OTU_10956	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	Gimesiaceae		
OTU_10957	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales			
OTU_10958	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Shewanellaceae	Ferrimonas	
OTU_10959	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales			
OTU_10960	Bacteria	Bacteroidota	Bacteroidia				
OTU_10961	Bacteria	Acidobacteriota	AT-s3-28				
OTU_10962	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae		
OTU_10963	Eukaryota (Chloroplast)						
OTU_10964	Bacteria	Proteobacteria	Alphaproteobacteria	Kiloniellales	Kiloniellaceae	Tagaea	
OTU_10965	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	Lewinella	
OTU_10966	Archaea	Nanoarchaeota	Nanoarchaeia				
OTU_10967	Bacteria	Proteobacteria	Gammaproteobacteria				
OTU_10968	Bacteria	Fibrobacterota	Fibrobacteria	Fibrobacterales	TG3		
OTU_10969	Bacteria	Gracilibacteria phylum incertae sedis	Gracilibacteria				
OTU_10970							
OTU_10971	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	Urania-1B-19 marine sediment group	
OTU_10972	Bacteria	Verrucomicrobiota	Chlamydiae				
OTU_10973	Bacteria	Planctomycetota	OM190				
OTU_10974	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae		
OTU_10975	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Blastopirellula	
OTU_10976	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	
OTU_10977	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium sensu stricto 1	
OTU_10978							
OTU_10979	Bacteria	Parcubacteria	Candidatus Yonathbacteria				
OTU_10980	Bacteria	Calditrichota	Calditrichia	Calditrichales			
OTU_10981	Bacteria	Myxococcota	Myxococcia	Myxococcales			
OTU_10982	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Amoebophilaceae		
OTU_10983	Bacteria	Myxococcota	Polyangia	UASB-TL25			
OTU_10984							
OTU_10985	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	OM182 clade		
OTU_10986	Bacteria	Planctomycetota	OM190				
OTU_10987	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae		
OTU_10988	Archaea						
OTU_10989	Archaea	Nanoarchaeota	Nanoarchaeia				
OTU_10990	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae		
OTU_10992	Archaea	Nanoarchaeota	Nanoarchaeia				
OTU_10993	Bacteria	SAR324 clade(Marine group B)					
OTU_10994	Bacteria	Verrucomicrobiota	Kiritimatiellae	WCHB1-41			
OTU_10995	Bacteria	Acidobacteriota	Acidobateria group 26				
OTU_10996	Bacteria	Proteobacteria	Alphaproteobacteria	Defluviicoccales			
OTU_10997	Bacteria	Chloroflexi	Anaerolineae	Ardenticatenales			
OTU_10998	Bacteria	Planctomycetota	Pla4 lineage				
OTU_10999	Bacteria	Myxococcota	Myxococcia	Myxococcales			
OTU_11000	Bacteria	Myxococcota	bacteriap25				
OTU_11001	Bacteria	Proteobacteria	Gammaproteobacteria	Nitrosococcales	Nitrosococcaceae		
OTU_11002	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae		
OTU_11003	Bacteria	Planctomycetota	Pla4 lineage				
OTU_11004	Bacteria	Myxococcota	Polyangia	UASB-TL25			
OTU_11005	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	Iamiaceae		
OTU_11006	Bacteria	Proteobacteria	Gammaproteobacteria	Diplorickettsiales			
OTU_11007	Archaea	Nanoarchaeota	Nanoarchaeia				
OTU_11008	Bacteria	Myxococcota	Myxococcia	Myxococcales			
OTU_11009	Bacteria	Proteobacteria	Gammaproteobacteria				
OTU_11010	Bacteria	Myxococcota	Polyangia	Blfdi19			
OTU_11011	Bacteria	Fibrobacterota	Fibrobacteria	Fibrobacterales	TG3		
OTU_11012	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales			
OTU_11013	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Bdellovibrionaceae		
OTU_11014	Bacteria	Verrucomicrobiota	Kiritimatiellae	WCHB1-41			
OTU_11015	Bacteria	Myxococcota	Polyangia	Polyangiales	BIrii41		
OTU_11016	Bacteria	Myxococcota	Myxococcia	Myxococcales			
OTU_11017	Bacteria	Proteobacteria	Gammaproteobacteria	MD2904-B13			
OTU_11018	Bacteria	Acidobacteriota	Thermoanaerobaculia	Thermoanaerobaculales	Thermoanaerobaculaceae		
OTU_11019	Bacteria	SAR324 clade(Marine group B)					
OTU_11020	Archaea	Nanoarchaeota	Nanoarchaeia				
OTU_11021	Bacteria	Planctomycetota	Phycisphaerae	mle1-8			
OTU_11022	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae		
OTU_11023	Bacteria	Bdellovibrionota	Bdellovibrionia				
OTU_11024	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales			
OTU_11025	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales			
OTU_11026	Bacteria	Entotheonellaeota	Entotheonellia	Entotheonellales	Entotheonellaceae	Candidatus Entotheonella	
OTU_11027	Bacteria	SAR324 clade(Marine group B)					
OTU_11028	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales			
OTU_11029	Bacteria	Bdellovibrionota	Oligoflexia	Oligoflexales			
OTU_11030	Archaea	Nanoarchaeota	Nanoarchaeia				
OTU_11031	Bacteria	Acidobacteriota	Vicinamibacteria	Acidobacteria group 17			
OTU_11032	Bacteria	Myxococcota	Myxococcia	Myxococcales	Myxococcaceae		
OTU_11033	Bacteria	Desulfobacterota	Desulfobulbia	Desulfobulbales			
OTU_11034	Archaea	Nanoarchaeota	Nanoarchaeia				
OTU_11035	Bacteria	Planctomycetota	OM190				
OTU_11036	Bacteria	Planctomycetota	BD7-11				
OTU_11037	Bacteria	Myxococcota	Polyangia				
OTU_11038	Eukaryota (Chloroplast)						
OTU_11039	Bacteria	Sumerlaeota	Sumerlaeia				
OTU_11040	Eukaryota	Apicomplexa	Gregarinomorphea				
OTU_11041	Bacteria	Acidobacteriota	Acidobacteria group 22				
OTU_11042	Bacteria	Desulfobacterota	Desulfuromonadia	PB19			
OTU_11043	Bacteria	Planctomycetota	OM190				
OTU_11044	Bacteria	Proteobacteria	Gammaproteobacteria	Ectothiorhodospirales			
OTU_11045	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae		
OTU_11046	Bacteria	Deinococcota	Deinococci	Deinococcales			
OTU_11047	Bacteria	Bacteroidota	Rhodothermia	Rhodothermales	Rhodothermaceae		
OTU_11048	Bacteria	Proteobacteria	Gammaproteobacteria	Nitrosococcales	Nitrosococcaceae		
OTU_11049	Bacteria	Verrucomicrobiota	Chlamydiae	Chlamydiales	Chlamydiaceae		
OTU_11050	Bacteria	Acidobacteriota	Acidobacteria group 22				
OTU_11051	Bacteria						
OTU_11052	Bacteria	Gemmatimonadota	BD2-11 terrestrial group				
OTU_11053	Bacteria	Nitrospirota	Thermodesulfovibrionia	Thermodesulfovibrionales	Thermodesulfovibrionaceae		
OTU_11054	Bacteria	Bdellovibrionota	Bdellovibrionia	Bacteriovoracales	Bacteriovoracaceae		
OTU_11055	Bacteria	Chloroflexi	TK17				
OTU_11056	Bacteria	Myxococcota	Polyangia	UASB-TL25			
OTU_11057	Bacteria	SAR324 clade(Marine group B)					
OTU_11058	Archaea	Nanoarchaeota	Nanoarchaeia				
OTU_11059	Eukaryota (Mitochondria)						
OTU_11060							
OTU_11061	Bacteria	Planctomycetota	Phycisphaerae	S-70			
OTU_11062	Bacteria	Verrucomicrobiota	Omnitrophia	Omnitrophales			
OTU_11063	Bacteria	Proteobacteria	Gammaproteobacteria	JTB23			
OTU_11064	Archaea	Thermoplasmatota	Thermoplasmata	Marine Group II			
OTU_11065	Archaea	Nanoarchaeota	Nanoarchaeia				
OTU_11066	Bacteria	Planctomycetota	Pla3 lineage				
OTU_11067	Bacteria	Planctomycetota	BD7-11				
OTU_11068	Bacteria	Desulfobacterota	Desulfuromonadia	Bradymonadales			
OTU_11069	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales			
OTU_11070	Bacteria	Myxococcota	Myxococcia	Myxococcales			
OTU_11071	Bacteria	Planctomycetota	Phycisphaerae	CCM11a			
OTU_11072	Bacteria	Nitrospinota	Nitrospinia	Nitrospinales			
OTU_11073	Bacteria	Acidobacteriota	Vicinamibacteria	Acidobacteria group 9			
OTU_11074	Bacteria	Planctomycetota	Pla3 lineage				
OTU_11075	Bacteria	Myxococcota	Polyangia	UASB-TL25			
OTU_11076	Bacteria	Planctomycetota	OM190				
OTU_11077	Bacteria	Zixibacteria					
OTU_11078	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales (Acidobacteria group 6)			
OTU_11079	Bacteria	Desulfobacterota	Desulfuromonadia	PB19			
OTU_11080	Bacteria						
OTU_11081	Bacteria	Planctomycetota	OM190				
OTU_11082	Bacteria	Planctomycetota	OM190				
OTU_11083	Bacteria	Acidobacteriota	Acidobacteria group 22				
OTU_11084	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales			
OTU_11085	Bacteria	Proteobacteria	Gammaproteobacteria				
OTU_11086	Bacteria	Latescibacterota					
OTU_11087	Bacteria	Planctomycetota	OM190				
OTU_11088	Bacteria	Proteobacteria	Gammaproteobacteria	HOC36			
OTU_11089	Bacteria	Planctomycetota	OM190				
OTU_11090	Bacteria	Acidobacteriota	Acidobacteria group 22				
OTU_11091	Bacteria	Planctomycetota	Pla3 lineage				
OTU_11092	Bacteria	Planctomycetota	OM190				
OTU_11093	Bacteria	Acidobacteriota	Acidobacteria group 22				
OTU_11094	Bacteria	Verrucomicrobiota	Kiritimatiellae	WCHB1-41			
OTU_11095	Bacteria	Planctomycetota	BD7-11				
OTU_11096	Bacteria	Myxococcota	Myxococcia	Myxococcales			
OTU_11097	Bacteria	Proteobacteria	Alphaproteobacteria				
OTU_11098	Bacteria	Acidobacteriota	Acidobacteria group 22				
OTU_11099	Bacteria	Myxococcota	Polyangia	Haliangiales			
OTU_11100	Bacteria	Acidobacteriota	Acidobacteria group 22				
OTU_11101	Bacteria	Proteobacteria	Gammaproteobacteria				
OTU_11102	Bacteria	Gemmatimonadota	BD2-11 terrestrial group				
OTU_11103	Bacteria	Chloroflexi	Anaerolineae	Caldilineales	Caldilineaceae		
OTU_11104	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales			
OTU_11105	Bacteria	Latescibacterota					
