	Domain	Phylum	Class	Order	Family	Genus	Species
OTU_320	Bacteria	Desulfobacterota	Dissulfuribacteria	Dissulfuribacterales	Dissulfuribacteraceae	Dissulfurirhabdus	
OTU_321	Bacteria	Acidobacteriota	Aminicenantia	Aminicenantales			
OTU_322	Bacteria	Chloroflexi	Dehalococcoidia				
OTU_323	Bacteria	Aerophobota	Aerophobia	Aerophobales			
OTU_324	Bacteria	Desulfobacterota	Desulfobacteria	Desulfobacterales	Desulfolunaceae	Desulfofaba	
OTU_325	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae		
OTU_326	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cyclobacteriaceae		
OTU_327	Bacteria	Actinobacteriota	Acidimicrobiia	Actinomarinales			
OTU_328	Bacteria	Spirochaetota	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema	
OTU_329	Bacteria	Desulfobacterota	Desulfobulbia	Desulfobulbales	Desulfobulbaceae		
OTU_330	Bacteria	Bacteroidota	Rhodothermia	Rhodothermales	Rhodothermaceae		
OTU_331	Bacteria	Desulfobacterota	Desulfobacteria	Desulfatiglandales	Desulfatiglandaceae		
OTU_332	Bacteria	Proteobacteria	Gammaproteobacteria	Arenicellales			
OTU_333	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Halieaceae		
OTU_334	Bacteria	Proteobacteria	Gammaproteobacteria	B2M28			
OTU_335	Bacteria	Chloroflexi	Anaerolineae	SJA-15			
OTU_336	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales			
OTU_337	Bacteria	Planctomycetota	Phycisphaerae	MSBL9	SG8-4		
OTU_338	Archaea	Bathyarchaeota					
OTU_339	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Sulfurimonadaceae	Sulfurimonas	
OTU_340	Bacteria	Desulfobacterota	Desulfobacteria	Desulfobacterales	Desulfosarcinaceae	Sva0081 sediment group	
OTU_341	Bacteria	Bacteroidota	Ignavibacteria	Ignavibacteriales	Melioribacteraceae		
OTU_342	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae		
OTU_343	Bacteria	Actinobacteriota	Acidimicrobiia	Actinomarinales			
OTU_344	Bacteria	Desulfobacterota	Desulfobacteria	Desulfobacterales	Desulfosarcinaceae		
OTU_345	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales			
OTU_346	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cyclobacteriaceae		
OTU_347	Bacteria	Myxococcota	Polyangia	VHS-B4-70			
OTU_348	Bacteria	Proteobacteria	Gammaproteobacteria				
OTU_349	Bacteria	Calditrichota	Calditrichia	Calditrichales			
OTU_350	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Oceanospirillales	Litoricolaceae	Litoricola
OTU_351	Archaea	Bathyarchaeota					
OTU_352	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae		
OTU_353	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Methylobacterium-Methylorubrum	
OTU_354	Bacteria	Proteobacteria	Alphaproteobacteria	Pelagibacterales			
OTU_355	Bacteria	Actinobacteriota	Acidimicrobiia	Actinomarinales			
OTU_356	Archaea	Thaumarchaeota	SCGC AB-179-E04				
OTU_357	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Hymenobacteraceae	Hymenobacter	
OTU_358	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Actibacter	
OTU_359	Archaea	Thermoplasmatota	Thermoplasmata	Marine Benthic Group D and DHVEG-1			
OTU_360	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Sulfurovaceae	Sulfurovum	
OTU_361	Bacteria	Proteobacteria	Gammaproteobacteria				
OTU_362	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales			
OTU_363	Bacteria	Chloroflexi	Dehalococcoidia	FW22			
OTU_364	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	SAR86 clade		
OTU_365	Archaea	Thermoplasmatota	Thermoplasmata	Marine Benthic Group D and DHVEG-1			
OTU_366	Archaea	Bathyarchaeota					
OTU_367	Archaea	Euryarchaeota	Thermococci	Methanofastidiosales			
OTU_368	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Halieaceae		
OTU_369	Bacteria	Desulfobacterota	Desulfobacteria	Desulfatiglandales	Desulfatiglandaceae	Desulfatiglans	
OTU_370							
OTU_371	Bacteria	Desulfobacterota	Desulfobulbia	Desulfobulbales	Desulfocapsaceae	Desulfocapsa	
OTU_372	Archaea	Bathyarchaeota					
OTU_373	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae		
OTU_374	Bacteria	Desulfobacterota	Desulfobacteria	Desulfobacterales	Desulfosarcinaceae	SEEP-SRB1	
OTU_375	Archaea	Bathyarchaeota					
OTU_376	Bacteria	Acidobacteriota	Acidobacteria group 22				
OTU_377	Bacteria	Actinobacteriota	WCHB1-81				
OTU_378	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Robiginitalea	
OTU_379	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae		
OTU_380	Bacteria	Acidobacteriota	Thermoanaerobaculia	Thermoanaerobaculales	Thermoanaerobaculaceae	Subgroup 10	
OTU_381	Bacteria	Desulfobacterota	Desulfobulbia	Desulfobulbales	Desulfurivibrionaceae	MSBL7	
OTU_382	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Chromatiaceae	Thiohalobacter	
OTU_383	Bacteria	Caldatribacteriota	JS1				
OTU_384	Bacteria	Chloroflexi	Dehalococcoidia	FW22			
OTU_385	Archaea	Halobacterota	Methanosarcinia	Methanosarciniales	Methanosarcinaceae	Methanococcoides	
OTU_386	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae		
OTU_387	Bacteria	Nitrospirota	Thermodesulfovibrionia				
OTU_388	Bacteria	Chloroflexi	Dehalococcoidia	MSBL5			
OTU_389	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Sulfurovaceae	Sulfurovum	
OTU_390	Bacteria	Verrucomicrobiota	Omnitrophia	Omnitrophales			
OTU_391	Bacteria	Chloroflexi	Anaerolineae	Thermoflexales			
OTU_392	Bacteria						
OTU_393	Bacteria	Proteobacteria	Alphaproteobacteria	Kiloniellales	Kiloniellaceae		
OTU_394	Bacteria	Acidobacteriota	Thermoanaerobaculia				
OTU_395	Archaea	Bathyarchaeota					
OTU_396	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae		
OTU_397	Bacteria	Desulfobacterota	Desulfobacteria	Desulfobacterales	Desulfosarcinaceae		
OTU_398	Bacteria	Acetothermia	Acetothermiia				
OTU_399	Archaea	Bathyarchaeota					
OTU_400	Bacteria	Latescibacterota	Latescibacteria	Latescibacterales	Latescibacteraceae		
OTU_401	Bacteria	Aerophobota	Aerophobia	Aerophobales			
OTU_402	Bacteria	Chloroflexi	Anaerolineae	Thermoflexales	Thermoflexaceae		
OTU_403							
OTU_404	Archaea	Thermoplasmatota	Thermoplasmata	Marine Benthic Group D and DHVEG-1			
OTU_405	Bacteria	Proteobacteria	Alphaproteobacteria				
OTU_406	Bacteria	Proteobacteria	Gammaproteobacteria				
OTU_407	Bacteria	Chloroflexi	Dehalococcoidia	t0.6.f			
OTU_408	Bacteria	Chloroflexi	Anaerolineae				
OTU_409	Archaea	Bathyarchaeota					
OTU_410	Bacteria	Spirochaetota	Spirochaetia	Spirochaetales	Spirochaetaceae	Sediminispirochaeta	
OTU_411	Bacteria	Nitrospirota	Thermodesulfovibrionia				
OTU_412	Bacteria	Chloroflexi	Anaerolineae	SBR1031			
OTU_413	Bacteria	Desulfobacterota	Desulfobacteria	Desulfobacterales	Desulfosarcinaceae		
OTU_414	Bacteria	Gemmatimonadota	BD2-11 terrestrial group				
OTU_415	Bacteria	Acidobacteriota	Aminicenantia	Aminicenantales			
OTU_416	Bacteria	Acetothermia	Acetothermiia				
OTU_417	Bacteria	Desulfobacterota	Desulfobacteria	Desulfobacterales	Desulfosarcinaceae		
OTU_418	Bacteria	Latescibacterota	Latescibacteria	Latescibacterales	Latescibacteraceae		
OTU_419	Bacteria	Desulfobacterota	Desulfobulbia	Desulfobulbales	Desulfobulbaceae	Desulfobulbus	
OTU_420	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	Lentimicrobiaceae		
OTU_421	Bacteria	Desulfobacterota	Desulfobacteria	Desulfobacterales	Desulfosarcinaceae	SEEP-SRB1	
OTU_422	Bacteria	Myxococcota	Polyangia	VHS-B3-70			
OTU_423	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Nitrosomonadaceae	oc32	
OTU_424	Bacteria						
OTU_425	Bacteria	Proteobacteria	Gammaproteobacteria				
OTU_426	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	BD2-7		
OTU_427	Bacteria	Verrucomicrobiota	Omnitrophia	Omnitrophales	Omnitrophaceae	Candidatus Omnitrophus	
OTU_428	Bacteria	Desulfobacterota	Desulfobacteria	Desulfobacterales	Desulfosarcinaceae		
OTU_429	Bacteria	Chloroflexi	Anaerolineae	Caldilineales	Caldilineaceae		
OTU_430	Bacteria	NB1-j					
OTU_431	Bacteria	Desulfobacterota	Dissulfuribacteria	Dissulfuribacterales			
OTU_432	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Blastopirellula	
OTU_433	Bacteria	Desulfobacterota					
OTU_434	Bacteria	Chloroflexi	Anaerolineae	ADurb.Bin180			
OTU_435	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	Microtrichaceae	Sva0996 marine group	
OTU_436	Bacteria	Proteobacteria	Alphaproteobacteria	Kiloniellales	Kiloniellaceae		
OTU_437	Bacteria	Proteobacteria	Gammaproteobacteria	Ectothiorhodospirales	Thioalkalispiraceae	Thiohalophilus	
OTU_438	Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Thiotrichaceae	Cocleimonas	
OTU_439	Bacteria	Bacteroidota	Ignavibacteria	Ignavibacteriales			
OTU_440	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae		
OTU_441	Bacteria	Spirochaetota	Spirochaetia	Spirochaetales	Spirochaetaceae	Spirochaeta 2	
OTU_442	Bacteria	Proteobacteria	Alphaproteobacteria	Puniceispirillales	SAR116 clade		
OTU_443	Archaea	Thermoplasmatota	Thermoplasmata	Marine Benthic Group D and DHVEG-1			
OTU_444	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	SAR86 clade		
OTU_445	Bacteria	Calditrichota	Calditrichia	Calditrichales	Calditrichaceae		
OTU_446	Bacteria	Acidobacteriota	Thermoanaerobaculia				
OTU_447	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Maritimimonas	
OTU_448	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales			
OTU_449	Bacteria	Nitrospirota	Thermodesulfovibrionia				
OTU_450	Archaea	Thermoplasmatota	Thermoplasmata				
OTU_451	Bacteria	Chloroflexi	Anaerolineae	Ardenticatenales			
OTU_452	Bacteria	Marinimicrobia (SAR406 clade)					
OTU_453	Archaea	Nanoarchaeota	Nanoarchaeia				
OTU_454	Bacteria	Sva0485					
OTU_455	Bacteria	Calditrichota	Calditrichia	Calditrichales	Calditrichaceae	Caldithrix	
OTU_456	Archaea	Thaumarchaeota	Nitrososphaeria	Nitrosopumilales	Nitrosopumilaceae		
OTU_457	Bacteria	SAR324 clade(Marine group B)					
OTU_458	Eukaryota (Chloroplast)						
OTU_459	Archaea	Bathyarchaeota					
OTU_460	Bacteria	Proteobacteria	Gammaproteobacteria	1013-28-CG33			
OTU_461	Bacteria	Firmicutes	Clostridia	Lachnospirales	Defluviitaleaceae	Defluviitalea	
OTU_462	Bacteria	Chloroflexi	KD4-96				
OTU_463	Bacteria	Firmicutes	Bacilli	Bacillales			
OTU_464	Bacteria	Spirochaetota	Spirochaetia	Spirochaetales	Spirochaetaceae		
OTU_465	Bacteria	Aerophobota	Aerophobia	Aerophobales			
OTU_466	Bacteria	Modulibacteria	Moduliflexia	Moduliflexales	Moduliflexaceae		
OTU_467	Bacteria	Chloroflexi	Dehalococcoidia	S085			
OTU_468	Bacteria	Chloroflexi	Dehalococcoidia	GIF3			
OTU_469	Bacteria	Desulfobacterota	Desulfobacteria	Desulfobacterales			
OTU_470	Bacteria	Acidobacteriota	Acidobacteria group 22				
OTU_471	Bacteria	Proteobacteria	Gammaproteobacteria	Tenderiales	Tenderiaceae	Candidatus Tenderia	
OTU_472	Bacteria	Chloroflexi	Anaerolineae				
OTU_473	Bacteria	Actinobacteriota	Acidimicrobiia	Actinomarinales			
OTU_474	Bacteria	Latescibacterota					
OTU_475	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae		
OTU_476	Bacteria	Chloroflexi	Anaerolineae				
OTU_477	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae		
OTU_478	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae		
OTU_479	Bacteria	Poribacteria					
OTU_480	Bacteria	Latescibacterota					
OTU_481	Archaea	Hadarchaeota	Hadarchaeia	Hadarchaeales			
OTU_482	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	
OTU_483	Bacteria	Spirochaetota	Spirochaetia	Spirochaetales	Spirochaetaceae	Spirochaeta 2	
OTU_484	Bacteria	Zixibacteria					
OTU_485	Archaea	Thermoplasmatota	Thermoplasmata	Marine Benthic Group D and DHVEG-1			
OTU_486	Bacteria	Desulfobacterota	Desulfobacteria	Desulfobacterales	Desulfosarcinaceae		
OTU_487	Bacteria	Desulfobacterota	Dissulfuribacteria	Dissulfuribacterales	Dissulfuribacteraceae	Dissulfurirhabdus	
OTU_488	Archaea	Aigarchaeota	Aigarchaeota class incertae sedis	Aigarchaeota order incertae sedis	Caldiarchaeaceae	Candidatus Caldiarchaeum	
OTU_489	Bacteria	Planctomycetota	OM190				
OTU_490	Bacteria	NB1-j					
OTU_491	Bacteria	Proteobacteria	Gammaproteobacteria	Arenicellales	Arenicellaceae		
OTU_492	Bacteria	Latescibacterota	Latescibacteria	Latescibacterales	Latescibacteraceae		
OTU_493	Bacteria	Desulfobacterota	Desulfobacteria	Desulfatiglandales	Desulfatiglandaceae	Desulfatiglans	
OTU_494	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	BD2-7		
OTU_495	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae		
OTU_496	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae		
OTU_497	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae		
OTU_498	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales			
OTU_499	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Ika33		
OTU_500	Bacteria	Calditrichota	Calditrichia	Calditrichales	Calditrichaceae		
OTU_501	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Sulfurimonadaceae	Sulfurimonas	
OTU_502	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	
OTU_503	Bacteria	Chloroflexi	Anaerolineae	SBR1031			
OTU_504	Bacteria	Desulfobacterota	Desulfobacteria	Desulfatiglandales	Desulfatiglandaceae	Desulfatiglans	
OTU_505	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Rhodopirellula	
OTU_506	Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Thiotrichaceae		
OTU_507	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prolixibacteraceae		
OTU_508	Bacteria	Acidobacteriota	Aminicenantia	Aminicenantales			
OTU_509	Bacteria	Chloroflexi	Anaerolineae	SJA-15			
OTU_510	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Sulfurimonadaceae	Sulfurimonas	
OTU_511	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Tropicimonas	Tropicimonas arenosa
OTU_512	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cyclobacteriaceae		
OTU_513	Bacteria	Gracilibacteria phylum incertae sedis	Gracilibacteria				
OTU_514	Bacteria	Desulfobacterota	Desulfobacteria	Desulfatiglandales	Desulfatiglandaceae	Desulfatiglans	
OTU_515	Bacteria	Calditrichota	Calditrichia	Calditrichales	Calditrichaceae		
OTU_516	Bacteria	Desulfobacterota	Desulfobacteria	Desulfobacterales			
OTU_517	Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Thiotrichaceae		
OTU_518	Bacteria	Gemmatimonadota	PAUC43f marine benthic group				
OTU_519	Bacteria	Armatimonadota	DG-56				
OTU_520	Bacteria	Planctomycetota	Phycisphaerae	MSBL9			
OTU_521	Bacteria	Desulfobacterota	Desulfobacteria	Desulfobacterales	Desulfosarcinaceae	SEEP-SRB1	
OTU_522	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Fusibacteraceae		
OTU_523	Bacteria	Desulfobacterota	Desulfobacteria	Desulfobacterales	Desulfosarcinaceae	Desulfatitalea	
OTU_524	Bacteria	Desulfobacterota	Desulfobulbia	Desulfobulbales	Desulfocapsaceae		
OTU_525	Bacteria	Calditrichota	Calditrichia	Calditrichales	Calditrichaceae		
OTU_526	Bacteria	Spirochaetota	Spirochaetia	Spirochaetales	Spirochaetaceae	Spirochaeta	
OTU_527	Bacteria	Desulfobacterota	Desulfuromonadia	Desulfuromonadales	Desulfuromonadaceae	Desulfuromonas	
OTU_528	Bacteria	SAR324 clade(Marine group B)					
OTU_529	Archaea	Thermoplasmatota	Thermoplasmata	SG8-5			
OTU_530	Bacteria	Acidobacteriota	Aminicenantia	Aminicenantales			
OTU_531	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae		
OTU_532	Bacteria	Verrucomicrobiota	Omnitrophia	Omnitrophales			
OTU_533	Bacteria	Modulibacteria	Moduliflexia	Moduliflexales	Moduliflexaceae		
OTU_534	Bacteria	Acidobacteriota	Thermoanaerobaculia	Thermoanaerobaculales	Thermoanaerobaculaceae	Subgroup 23	
OTU_535	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae		
OTU_536	Bacteria	Proteobacteria	Alphaproteobacteria	Defluviicoccales	Defluviicoccaceae	Defluviicoccus	
OTU_537	Bacteria	Proteobacteria	Alphaproteobacteria	Puniceispirillales	SAR116 clade		
OTU_538	Bacteria	Actinobacteriota	Acidimicrobiia	Actinomarinales			
OTU_539	Bacteria	Proteobacteria	Gammaproteobacteria				
OTU_540	Bacteria	Gemmatimonadota	PAUC43f marine benthic group				
OTU_541	Bacteria	Bacteroidota	Ignavibacteria	Ignavibacteriales	Ignavibacteriaceae	Ignavibacterium	
OTU_542	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales (Acidobacteria group 6)			
OTU_543	Bacteria	Proteobacteria	Zetaproteobacteria	Mariprofundales	Mariprofundaceae	Mariprofundus	
OTU_544	Bacteria	Acidobacteriota	Acidobacteria group 22				
OTU_545	Bacteria	Proteobacteria	Gammaproteobacteria				
OTU_546	Bacteria	Verrucomicrobiota	Kiritimatiellae	Kiritimatiellales	Kiritimatiellaceae	R76-B128	
OTU_547	Archaea	Bathyarchaeota					
OTU_548	Archaea	Nanoarchaeota	Nanoarchaeia				
OTU_549	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Sulfurimonadaceae	Sulfurimonas	
OTU_550	Bacteria	Chloroflexi	Anaerolineae	KZNMV-5-B42			
OTU_551	Archaea	Crenarchaeota	Thermoprotei	Desulfurococcales			
OTU_552	Bacteria	Proteobacteria	Gammaproteobacteria	Thiomicrospirales	Thiomicrospiraceae	endosymbionts (Thiomicrospiraceae)	
OTU_553	Archaea	Thermoplasmatota	Thermoplasmata	SG8-5			
OTU_554	Bacteria	Fusobacteriota	Fusobacteriia	Fusobacteriales			
OTU_555	Archaea	Bathyarchaeota					
OTU_556	Bacteria	Acidobacteriota	Aminicenantia	Aminicenantales			
OTU_557	Bacteria	Latescibacterota					
OTU_558	Bacteria	Acidobacteriota	Acidobacteriae	PAUC26f			
OTU_559	Bacteria	Chloroflexi	Dehalococcoidia				
OTU_560							
OTU_561	Bacteria	Bacteroidota	Rhodothermia	Rhodothermales	Rhodothermaceae		
OTU_562	Eukaryota (Chloroplast)						
OTU_563	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae		
OTU_564	Bacteria	Chloroflexi	Dehalococcoidia	SAR202 clade			
OTU_565	Archaea	Crenarchaeota	Thermoprotei	Desulfurococcales	Desulfurococcaceae	Staphylothermus	
OTU_566	Bacteria	Latescibacterota	Latescibacteria	Latescibacterales	Latescibacteraceae		
OTU_567	Bacteria	Acidobacteriota	Acidobacteria group 22				
OTU_568	Bacteria	Desulfobacterota	Desulfobacteria	Desulfatiglandales	Desulfatiglandaceae	Desulfatiglans	
OTU_569	Archaea	Nanoarchaeota					
OTU_570	Bacteria	Acidobacteriota	Aminicenantia	Aminicenantales			
OTU_571	Bacteria	Desulfobacterota	Desulfobulbia	Desulfobulbales	Desulfocapsaceae		
OTU_572	Bacteria	SAR324 clade(Marine group B)					
OTU_573	Bacteria	Chloroflexi	Dehalococcoidia	Sh765B-AG-111			
OTU_574	Archaea	Thermoplasmatota	Thermoplasmata	Marine Benthic Group D and DHVEG-1			
OTU_575	Bacteria	Planctomycetota	OM190				
OTU_576	Bacteria	Spirochaetota	Spirochaetia	Spirochaetales	Spirochaetaceae		
OTU_577	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	Pelolinea	
OTU_578	Bacteria						
OTU_579	Bacteria	Desulfobacterota	Thermodesulfobacteria	Thermodesulfobacteriales	Thermodesulfobacteriaceae		
OTU_580	Bacteria	Chloroflexi	Dehalococcoidia	t0.6.f			
OTU_581	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales			
OTU_582	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidetes BD2-2		
OTU_583	Bacteria	Bacteroidota	Ignavibacteria	Ignavibacteriales	PHOS-HE36		
OTU_584	Bacteria	Acidobacteriota	Aminicenantia	Aminicenantales			
OTU_585	Bacteria						
OTU_586	Bacteria	Proteobacteria	Gammaproteobacteria				
OTU_587	Bacteria	Acidobacteriota	Thermoanaerobaculia	Thermoanaerobaculales	Thermoanaerobaculaceae	Subgroup 10	
OTU_588	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae		
OTU_589	Bacteria	Desulfobacterota	Desulfobacteria	Desulfobacterales	Desulfosarcinaceae	SEEP-SRB1	
OTU_590	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales			
OTU_591	Bacteria	Chloroflexi	Anaerolineae	SBR1031			
OTU_592	Bacteria						
OTU_593	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Opitutales	Puniceicoccaceae	Coraliomargarita	
OTU_594	Bacteria	Chloroflexi	Anaerolineae	Ardenticatenales			
OTU_595	Bacteria	Verrucomicrobiota	Lentisphaeria	Oligosphaerales	Lenti-02		
OTU_596	Bacteria	Desulfobacterota	Desulfobacteria	Desulfobacterales	Desulfosarcinaceae	Sva0081 sediment group	
OTU_597	Bacteria	Sva0485					
OTU_598	Bacteria	Calditrichota	Calditrichia	Calditrichales	Calditrichaceae		
OTU_599	Bacteria	Verrucomicrobiota	Omnitrophia				
OTU_600	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae		
OTU_601	Bacteria	Planctomycetota	Pla4 lineage				
OTU_602	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Chromatiaceae		
OTU_603	Bacteria	Parcubacteria					
OTU_604	Bacteria	Acidobacteriota	Acidobacteria group 18				
OTU_605	Bacteria	Myxococcota	Polyangia	VHS-B3-70			
OTU_606	Bacteria	Proteobacteria	Alphaproteobacteria				
OTU_607	Archaea	Odinarchaeota					
OTU_608	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Sedimenticolaceae	Sedimenticola	
OTU_609	Bacteria	Latescibacterota					
OTU_610	Bacteria	Acidobacteriota	Acidobacteria group 22				
OTU_611	Archaea	Thermoplasmatota	Thermoplasmata				
OTU_612	Bacteria	Firmicutes	Clostridia	Peptococcales	Peptococcaceae		
OTU_613	Bacteria	Actinobacteriota	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	
OTU_614	Bacteria	Bdellovibrionota	Oligoflexia	053A03-B-DI-P58			
OTU_615	Bacteria	Actinobacteriota	Acidimicrobiia	Actinomarinales			
OTU_616	Bacteria	Acidobacteriota	Thermoanaerobaculia	Thermoanaerobaculales	Thermoanaerobaculaceae	Subgroup 23	
OTU_617	Archaea	Thermoplasmatota	Thermoplasmata				
OTU_618	Bacteria	Desulfobacterota	Desulfobacteria	Desulfobacterales	Desulfosarcinaceae		
OTU_619	Bacteria	Desulfobacterota	Desulfobacteria	Desulfatiglandales	Desulfatiglandaceae	Desulfatiglans	
OTU_620	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae		
OTU_621	Bacteria	Latescibacterota					
OTU_622	Bacteria	Chloroflexi	Dehalococcoidia	t0.6.f			
OTU_623	Bacteria	Proteobacteria	Gammaproteobacteria				
OTU_624	Bacteria	Actinobacteriota	Acidimicrobiia	Actinomarinales			
OTU_625	Bacteria	Acidobacteriota					
OTU_626	Archaea	Bathyarchaeota					
OTU_627	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidetes BD2-2		
